ID,Timestamp,PGN (Hex),PGN Definition,SPN Definitions,SPN Values
"1036","2023-03-08 16:35:51.588584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1037","2023-03-08 16:35:51.588584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1039","2023-03-08 16:35:51.610584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1041","2023-03-08 16:35:51.632584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1042","2023-03-08 16:35:51.654584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1043","2023-03-08 16:35:51.676584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1044","2023-03-08 16:35:51.676584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1045","2023-03-08 16:35:51.698584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1046","2023-03-08 16:35:51.698584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1047","2023-03-08 16:35:51.698584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1049","2023-03-08 16:35:51.698584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1052","2023-03-08 16:35:51.742584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1054","2023-03-08 16:35:51.742584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1055","2023-03-08 16:35:51.764584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1056","2023-03-08 16:35:51.786584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1057","2023-03-08 16:35:51.786584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1058","2023-03-08 16:35:51.786584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1059","2023-03-08 16:35:51.808584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1061","2023-03-08 16:35:51.808584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1063","2023-03-08 16:35:51.830584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1064","2023-03-08 16:35:51.852584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1065","2023-03-08 16:35:51.852584","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1067","2023-03-08 16:35:51.874584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1068","2023-03-08 16:35:51.874584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1069","2023-03-08 16:35:51.896584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1070","2023-03-08 16:35:51.896584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1071","2023-03-08 16:35:51.896584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1073","2023-03-08 16:35:51.896584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1075","2023-03-08 16:35:51.940584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1076","2023-03-08 16:35:51.940584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1077","2023-03-08 16:35:51.962584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1078","2023-03-08 16:35:51.984584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1079","2023-03-08 16:35:51.984584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1080","2023-03-08 16:35:51.984584","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"1081","2023-03-08 16:35:51.984584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1086","2023-03-08 16:35:52.006584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1088","2023-03-08 16:35:52.006584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1091","2023-03-08 16:35:52.028584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1093","2023-03-08 16:35:52.050584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1094","2023-03-08 16:35:52.072584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1095","2023-03-08 16:35:52.072584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1096","2023-03-08 16:35:52.094584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1097","2023-03-08 16:35:52.094584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1098","2023-03-08 16:35:52.094584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1100","2023-03-08 16:35:52.094584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1102","2023-03-08 16:35:52.138584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1103","2023-03-08 16:35:52.138584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1104","2023-03-08 16:35:52.160584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1105","2023-03-08 16:35:52.182584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1106","2023-03-08 16:35:52.182584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1107","2023-03-08 16:35:52.182584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1108","2023-03-08 16:35:52.204584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1109","2023-03-08 16:35:52.204584","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"1111","2023-03-08 16:35:52.204584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1113","2023-03-08 16:35:52.248584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1115","2023-03-08 16:35:52.270584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1116","2023-03-08 16:35:52.270584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1117","2023-03-08 16:35:52.270584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1118","2023-03-08 16:35:52.292584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1119","2023-03-08 16:35:52.292584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1120","2023-03-08 16:35:52.292584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1122","2023-03-08 16:35:52.314584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1124","2023-03-08 16:35:52.336584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1125","2023-03-08 16:35:52.358584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1126","2023-03-08 16:35:52.358584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1127","2023-03-08 16:35:52.380584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1128","2023-03-08 16:35:52.380584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1129","2023-03-08 16:35:52.380584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1130","2023-03-08 16:35:52.402584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1132","2023-03-08 16:35:52.402584","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1134","2023-03-08 16:35:52.446584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1135","2023-03-08 16:35:52.446584","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1136","2023-03-08 16:35:52.468584","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1137","2023-03-08 16:35:52.490584","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1138","2023-03-08 16:35:52.490584","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1139","2023-03-08 16:35:52.490584","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1143","2023-03-08 16:35:52.490584","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1145","2023-03-08 16:35:52.512583","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1148","2023-03-08 16:35:52.534583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1149","2023-03-08 16:35:52.556583","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1150","2023-03-08 16:35:52.578583","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1151","2023-03-08 16:35:52.578583","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1152","2023-03-08 16:35:52.578583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1153","2023-03-08 16:35:52.578583","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1154","2023-03-08 16:35:52.600583","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1156","2023-03-08 16:35:52.600583","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1158","2023-03-08 16:35:52.644583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1159","2023-03-08 16:35:52.644583","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1160","2023-03-08 16:35:52.666583","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1161","2023-03-08 16:35:52.688583","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1162","2023-03-08 16:35:52.688583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1163","2023-03-08 16:35:52.688583","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1164","2023-03-08 16:35:52.710583","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1166","2023-03-08 16:35:52.710583","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1169","2023-03-08 16:35:52.732583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1171","2023-03-08 16:35:52.754583","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1172","2023-03-08 16:35:52.776583","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1173","2023-03-08 16:35:52.776583","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1174","2023-03-08 16:35:52.798583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1175","2023-03-08 16:35:52.798583","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1176","2023-03-08 16:35:52.798583","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1178","2023-03-08 16:35:52.798583","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"1180","2023-03-08 16:35:52.842583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1181","2023-03-08 16:35:52.842583","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1182","2023-03-08 16:35:52.864583","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1183","2023-03-08 16:35:52.864583","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1185","2023-03-08 16:35:52.886583","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"1186","2023-03-08 16:35:52.886583","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"1187","2023-03-08 16:35:52.886583","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
